Tanggal,Bawang Merah,Bawang Putih,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi,Daging Ayam,Telur Ayam,Beras,Minyak Goreng
2021-01-01,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-02,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-03,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-04,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-05,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-06,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-07,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-08,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-09,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-10,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-11,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
2021-01-12,40000.0,28000.0,55000.0,120000.0,120000.0,35000.0,24000.0,12000.0,13500.0
